loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date
CUS_0x1000_2023_05_01,CUS_0x1000,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x1037_2023_01_01,CUS_0x1037,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1056_2023_04_01,CUS_0x1056,2023-04-01,10,1,10000,1000.0,0.0,1000.0,10000.0,2023-05-01
CUS_0x1069_2023_01_01,CUS_0x1069,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x108a_2023_05_01,CUS_0x108a,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x10aa_2023_02_01,CUS_0x10aa,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x10bb_2023_03_01,CUS_0x10bb,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x10eb_2023_03_01,CUS_0x10eb,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x10f9_2023_05_01,CUS_0x10f9,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x1119_2023_05_01,CUS_0x1119,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x1132_2023_03_01,CUS_0x1132,2023-03-01,10,2,10000,1000.0,2000.0,0.0,8000.0,2023-05-01
CUS_0x1135_2023_03_01,CUS_0x1135,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x113e_2023_02_01,CUS_0x113e,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x1140_2023_02_01,CUS_0x1140,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x114a_2023_01_01,CUS_0x114a,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1155_2023_02_01,CUS_0x1155,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x1184_2023_01_01,CUS_0x1184,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1192_2023_05_01,CUS_0x1192,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x11b1_2023_05_01,CUS_0x11b1,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x11c7_2023_03_01,CUS_0x11c7,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x11fc_2023_04_01,CUS_0x11fc,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1216_2023_04_01,CUS_0x1216,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x123a_2023_03_01,CUS_0x123a,2023-03-01,10,2,10000,1000.0,0.0,1000.0,9000.0,2023-05-01
CUS_0x1252_2023_02_01,CUS_0x1252,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x1271_2023_03_01,CUS_0x1271,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x1285_2023_04_01,CUS_0x1285,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1297_2023_01_01,CUS_0x1297,2023-01-01,10,4,10000,1000.0,0.0,2000.0,8000.0,2023-05-01
CUS_0x129b_2023_02_01,CUS_0x129b,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x12a6_2023_02_01,CUS_0x12a6,2023-02-01,10,3,10000,1000.0,3000.0,0.0,7000.0,2023-05-01
CUS_0x12a7_2023_05_01,CUS_0x12a7,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x12a9_2023_05_01,CUS_0x12a9,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x12be_2023_04_01,CUS_0x12be,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x12c1_2023_04_01,CUS_0x12c1,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x12dd_2023_03_01,CUS_0x12dd,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x12fb_2023_01_01,CUS_0x12fb,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x130b_2023_04_01,CUS_0x130b,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1324_2023_03_01,CUS_0x1324,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x1325_2023_01_01,CUS_0x1325,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1340_2023_05_01,CUS_0x1340,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x1341_2023_01_01,CUS_0x1341,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x135c_2023_02_01,CUS_0x135c,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x136b_2023_03_01,CUS_0x136b,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x1375_2023_01_01,CUS_0x1375,2023-01-01,10,4,10000,1000.0,0.0,4000.0,10000.0,2023-05-01
CUS_0x13a8_2023_01_01,CUS_0x13a8,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x13d1_2023_05_01,CUS_0x13d1,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x13df_2023_03_01,CUS_0x13df,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x13eb_2023_05_01,CUS_0x13eb,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x13ee_2023_03_01,CUS_0x13ee,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x13ef_2023_01_01,CUS_0x13ef,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x141d_2023_04_01,CUS_0x141d,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1431_2023_04_01,CUS_0x1431,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1440_2023_01_01,CUS_0x1440,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1443_2023_01_01,CUS_0x1443,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1452_2023_02_01,CUS_0x1452,2023-02-01,10,3,10000,1000.0,0.0,1000.0,8000.0,2023-05-01
CUS_0x145a_2023_01_01,CUS_0x145a,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x148b_2023_04_01,CUS_0x148b,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1492_2023_01_01,CUS_0x1492,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x14b4_2023_04_01,CUS_0x14b4,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x14ba_2023_05_01,CUS_0x14ba,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x14d5_2023_02_01,CUS_0x14d5,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x14d8_2023_03_01,CUS_0x14d8,2023-03-01,10,2,10000,1000.0,0.0,1000.0,9000.0,2023-05-01
CUS_0x14ff_2023_04_01,CUS_0x14ff,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1521_2023_03_01,CUS_0x1521,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x1537_2023_04_01,CUS_0x1537,2023-04-01,10,1,10000,1000.0,0.0,1000.0,10000.0,2023-05-01
CUS_0x153d_2023_01_01,CUS_0x153d,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1567_2023_01_01,CUS_0x1567,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1577_2023_05_01,CUS_0x1577,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x15a4_2023_03_01,CUS_0x15a4,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x15ad_2023_01_01,CUS_0x15ad,2023-01-01,10,4,10000,1000.0,0.0,1000.0,7000.0,2023-05-01
CUS_0x15b7_2023_02_01,CUS_0x15b7,2023-02-01,10,3,10000,1000.0,3000.0,0.0,7000.0,2023-05-01
CUS_0x15b9_2023_03_01,CUS_0x15b9,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x160a_2023_02_01,CUS_0x160a,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x1616_2023_05_01,CUS_0x1616,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x1630_2023_01_01,CUS_0x1630,2023-01-01,10,4,10000,1000.0,0.0,3000.0,9000.0,2023-05-01
CUS_0x163c_2023_04_01,CUS_0x163c,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x164a_2023_02_01,CUS_0x164a,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x168d_2023_05_01,CUS_0x168d,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x1690_2023_03_01,CUS_0x1690,2023-03-01,10,2,10000,1000.0,0.0,1000.0,9000.0,2023-05-01
CUS_0x169c_2023_01_01,CUS_0x169c,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x169d_2023_01_01,CUS_0x169d,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x16a4_2023_02_01,CUS_0x16a4,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x16d0_2023_03_01,CUS_0x16d0,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x16f4_2023_01_01,CUS_0x16f4,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1733_2023_01_01,CUS_0x1733,2023-01-01,10,4,10000,1000.0,0.0,2000.0,8000.0,2023-05-01
CUS_0x1735_2023_05_01,CUS_0x1735,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x1746_2023_04_01,CUS_0x1746,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1755_2023_04_01,CUS_0x1755,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1769_2023_03_01,CUS_0x1769,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x1786_2023_05_01,CUS_0x1786,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x17a9_2023_05_01,CUS_0x17a9,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x17b0_2023_05_01,CUS_0x17b0,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x17bb_2023_02_01,CUS_0x17bb,2023-02-01,10,3,10000,1000.0,0.0,2000.0,9000.0,2023-05-01
CUS_0x17c3_2023_03_01,CUS_0x17c3,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x17c4_2023_05_01,CUS_0x17c4,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x17c7_2023_01_01,CUS_0x17c7,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x17d1_2023_04_01,CUS_0x17d1,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x181e_2023_01_01,CUS_0x181e,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x181f_2023_01_01,CUS_0x181f,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x182b_2023_01_01,CUS_0x182b,2023-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2023-05-01
CUS_0x1844_2023_03_01,CUS_0x1844,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
CUS_0x1854_2023_05_01,CUS_0x1854,2023-05-01,10,0,10000,0.0,0.0,0.0,10000.0,2023-05-01
CUS_0x185e_2023_02_01,CUS_0x185e,2023-02-01,10,3,10000,1000.0,0.0,1000.0,8000.0,2023-05-01
CUS_0x1881_2023_02_01,CUS_0x1881,2023-02-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2023-05-01
CUS_0x1894_2023_04_01,CUS_0x1894,2023-04-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2023-05-01
CUS_0x1899_2023_02_01,CUS_0x1899,2023-02-01,10,3,10000,1000.0,0.0,1000.0,8000.0,2023-05-01
CUS_0x18a6_2023_03_01,CUS_0x18a6,2023-03-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2023-05-01
