loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date
CUS_0x1000_2023_05_01,CUS_0x1000,2023-05-01,10,10,10000,1000.0,0.0,6000.0,6000.0,2024-03-01
CUS_0x100b_2024_03_01,CUS_0x100b,2024-03-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-03-01
CUS_0x1011_2023_11_01,CUS_0x1011,2023-11-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-03-01
CUS_0x1013_2023_12_01,CUS_0x1013,2023-12-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-03-01
CUS_0x1015_2023_08_01,CUS_0x1015,2023-08-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-03-01
CUS_0x1018_2023_11_01,CUS_0x1018,2023-11-01,10,4,10000,1000.0,0.0,1000.0,7000.0,2024-03-01
CUS_0x1026_2023_10_01,CUS_0x1026,2023-10-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-03-01
CUS_0x102d_2024_01_01,CUS_0x102d,2024-01-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-03-01
CUS_0x1032_2023_08_01,CUS_0x1032,2023-08-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-03-01
CUS_0x1041_2023_11_01,CUS_0x1041,2023-11-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-03-01
CUS_0x1044_2023_06_01,CUS_0x1044,2023-06-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-03-01
CUS_0x1048_2024_02_01,CUS_0x1048,2024-02-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-03-01
CUS_0x104a_2023_12_01,CUS_0x104a,2023-12-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-03-01
CUS_0x104e_2023_06_01,CUS_0x104e,2023-06-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-03-01
CUS_0x1051_2024_01_01,CUS_0x1051,2024-01-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-03-01
CUS_0x1057_2023_09_01,CUS_0x1057,2023-09-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-03-01
CUS_0x105b_2023_11_01,CUS_0x105b,2023-11-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-03-01
CUS_0x105c_2023_06_01,CUS_0x105c,2023-06-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-03-01
CUS_0x1063_2023_12_01,CUS_0x1063,2023-12-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-03-01
CUS_0x106f_2023_08_01,CUS_0x106f,2023-08-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-03-01
CUS_0x107c_2023_11_01,CUS_0x107c,2023-11-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-03-01
CUS_0x108a_2023_05_01,CUS_0x108a,2023-05-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-03-01
CUS_0x1096_2024_03_01,CUS_0x1096,2024-03-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-03-01
CUS_0x109b_2023_10_01,CUS_0x109b,2023-10-01,10,5,10000,1000.0,0.0,4000.0,9000.0,2024-03-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,1,10000,1000.0,0.0,1000.0,10000.0,2024-03-01
CUS_0x10d7_2023_12_01,CUS_0x10d7,2023-12-01,10,3,10000,1000.0,2000.0,0.0,7000.0,2024-03-01
CUS_0x10ee_2023_06_01,CUS_0x10ee,2023-06-01,10,9,10000,1000.0,0.0,6000.0,7000.0,2024-03-01
CUS_0x10f9_2023_05_01,CUS_0x10f9,2023-05-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-03-01
CUS_0x10fd_2023_12_01,CUS_0x10fd,2023-12-01,10,3,10000,1000.0,1000.0,0.0,7000.0,2024-03-01
CUS_0x10ff_2023_10_01,CUS_0x10ff,2023-10-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2024-03-01
