loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date
CUS_0x100b_2024_03_01,CUS_0x100b,2024-03-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2024-10-01
CUS_0x1013_2023_12_01,CUS_0x1013,2023-12-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-10-01
CUS_0x102d_2024_01_01,CUS_0x102d,2024-01-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-10-01
CUS_0x102e_2024_04_01,CUS_0x102e,2024-04-01,10,6,10000,1000.0,0.0,4000.0,8000.0,2024-10-01
CUS_0x1038_2024_10_01,CUS_0x1038,2024-10-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-10-01
CUS_0x1048_2024_02_01,CUS_0x1048,2024-02-01,10,8,10000,1000.0,0.0,7000.0,9000.0,2024-10-01
CUS_0x104a_2023_12_01,CUS_0x104a,2023-12-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-10-01
CUS_0x104f_2024_10_01,CUS_0x104f,2024-10-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-10-01
CUS_0x1051_2024_01_01,CUS_0x1051,2024-01-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2024-10-01
CUS_0x1063_2023_12_01,CUS_0x1063,2023-12-01,10,10,10000,1000.0,1000.0,0.0,0.0,2024-10-01
CUS_0x1075_2024_05_01,CUS_0x1075,2024-05-01,10,5,10000,1000.0,0.0,1000.0,6000.0,2024-10-01
CUS_0x1087_2024_09_01,CUS_0x1087,2024-09-01,10,1,10000,1000.0,1000.0,0.0,9000.0,2024-10-01
CUS_0x1096_2024_03_01,CUS_0x1096,2024-03-01,10,7,10000,1000.0,0.0,4000.0,7000.0,2024-10-01
CUS_0x109d_2024_04_01,CUS_0x109d,2024-04-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2024-10-01
CUS_0x10a9_2024_10_01,CUS_0x10a9,2024-10-01,10,0,10000,0.0,0.0,0.0,10000.0,2024-10-01
CUS_0x10ac_2024_08_01,CUS_0x10ac,2024-08-01,10,2,10000,1000.0,1000.0,0.0,8000.0,2024-10-01
CUS_0x10c0_2024_02_01,CUS_0x10c0,2024-02-01,10,8,10000,1000.0,0.0,8000.0,10000.0,2024-10-01
CUS_0x10c5_2024_08_01,CUS_0x10c5,2024-08-01,10,2,10000,1000.0,0.0,2000.0,10000.0,2024-10-01
CUS_0x10d7_2023_12_01,CUS_0x10d7,2023-12-01,10,10,10000,1000.0,0.0,7000.0,7000.0,2024-10-01
CUS_0x10dd_2024_06_01,CUS_0x10dd,2024-06-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2024-10-01
CUS_0x10fd_2023_12_01,CUS_0x10fd,2023-12-01,10,10,10000,1000.0,0.0,7000.0,7000.0,2024-10-01
